post_id,date,month,platform,topic,text,likes,retweets,sentiment,predicted_sentiment
POST01759,2025-03-05 05:00,2025-03,Twitter,customer support,"Extremely poor service from customer support, never again. 👎",3,0,Negative,Negative
POST00913,2025-08-29 17:00,2025-08,Facebook,laptop brand,"Just started using laptop brand, will share my thoughts soon.",9,13,Neutral,Neutral
POST00492,2025-06-26 00:00,2025-06,Instagram,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😡",4,4,Negative,Negative
POST00954,2025-02-10 14:00,2025-02,YouTube,food delivery app,"Absolutely loving the food delivery app, works flawlessly! #happy 👍",50,2,Positive,Positive
POST01098,2025-06-17 15:00,2025-06,YouTube,cloud gaming service,"Just started using cloud gaming service, will share my thoughts soon. 🤔",5,3,Neutral,Neutral
POST01033,2025-01-23 05:00,2025-01,YouTube,fitness tracker,Here's a quick overview of the new fitness tracker update. 🤔,1,0,Neutral,Neutral
POST00588,2025-08-19 14:00,2025-08,Instagram,airline service,Here's a quick overview of the new airline service update.,1,2,Negative,Neutral
POST00751,2025-08-03 19:00,2025-08,YouTube,fitness tracker,"Huge shoutout to the team behind fitness tracker, amazing job! 👍",60,8,Positive,Positive
POST00658,2025-01-20 12:00,2025-01,YouTube,streaming app,Here's a quick overview of the new streaming app update. 🤔,3,2,Neutral,Neutral
POST00235,2025-03-15 18:00,2025-03,Instagram,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. 😊",3,0,Positive,Positive
POST00733,2025-02-08 15:00,2025-02,Instagram,new movie release,"The new movie release broke down after just one week, very poor quality. 😞",23,3,Negative,Negative
POST02009,2025-11-07 12:00,2025-11,Twitter,laptop brand,"Decent laptop brand, does the job but support could be faster.",1,3,Neutral,Neutral
POST01647,2025-01-31 04:00,2025-01,Twitter,e-commerce sale,Here's a quick overview of the new e-commerce sale update.,20,1,Neutral,Neutral
POST01157,2025-07-25 01:00,2025-07,Facebook,laptop brand,"The laptop brand was launched today, here are the specifications.",2,0,Negative,Neutral
POST01484,2025-09-16 20:00,2025-09,Instagram,streaming app,The streaming app is scheduled for release next week.,6,3,Neutral,Neutral
POST01437,2025-09-10 09:00,2025-09,YouTube,airline service,"Saw an ad for airline service today, might check it out later. 🤔",18,1,Neutral,Neutral
POST01642,2025-11-04 10:00,2025-11,Twitter,online banking app,Comparing online banking app with other options currently available. 🤔,0,1,Neutral,Neutral
POST00935,2025-10-25 22:00,2025-10,Twitter,new smartphone,The new smartphone is scheduled for release next week. 🤔,38,2,Neutral,Neutral
POST01210,2025-12-17 02:00,2025-12,Instagram,online banking app,"Attended a webinar about online banking app, learned a few things.",18,3,Neutral,Neutral
POST01066,2025-02-14 15:00,2025-02,YouTube,online banking app,Why is online banking app so slow today? Getting really annoyed. 👎,33,8,Negative,Negative
POST00109,2025-11-29 02:00,2025-11,Instagram,laptop brand,"Just started using laptop brand, will share my thoughts soon. 🤔",16,3,Positive,Neutral
POST01557,2025-08-21 01:00,2025-08,Twitter,streaming app,"The streaming app update ruined everything, please fix this asap. 😞",14,1,Negative,Negative
POST00569,2025-04-27 23:00,2025-04,Twitter,e-commerce sale,"Extremely poor service from e-commerce sale, never again. 😡",1,4,Negative,Negative
POST01168,2025-06-07 03:00,2025-06,Twitter,streaming app,The streaming app is scheduled for release next week. 🤔,70,0,Neutral,Neutral
POST01175,2025-03-22 00:00,2025-03,YouTube,cloud gaming service,"Great value for money with cloud gaming service, totally worth it. 😊",2,1,Positive,Positive
POST00891,2025-11-19 03:00,2025-11,YouTube,online banking app,"The online banking app update ruined everything, please fix this asap. 👎",6,4,Negative,Negative
POST00948,2025-10-10 04:00,2025-10,YouTube,food delivery app,"Attended a webinar about food delivery app, learned a few things.",30,12,Neutral,Neutral
POST01049,2025-09-05 23:00,2025-09,Twitter,airline service,"The customer service for airline service was fantastic, quick and helpful. 👍",11,18,Positive,Positive
POST01800,2025-12-25 23:00,2025-12,Twitter,electric car,"Extremely poor service from electric car, never again. 😞",6,8,Negative,Negative
POST01384,2025-03-25 22:00,2025-03,Facebook,new movie release,The new movie release is scheduled for release next week.,1,0,Neutral,Neutral
POST01465,2025-08-21 10:00,2025-08,Twitter,e-commerce sale,Why is e-commerce sale so slow today? Getting really annoyed. 😞,0,11,Negative,Negative
POST00885,2025-10-22 21:00,2025-10,Instagram,streaming app,"Huge shoutout to the team behind streaming app, amazing job! 😊",1,11,Positive,Positive
POST01689,2025-07-12 19:00,2025-07,Twitter,food delivery app,"Read an article about food delivery app today, fairly informative.",0,2,Neutral,Neutral
POST00851,2025-02-15 02:00,2025-02,YouTube,new movie release,"The new movie release exceeded my expectations, five stars from me. 🔥",2,13,Positive,Positive
POST00735,2025-07-26 07:00,2025-07,YouTube,cloud gaming service,"The cloud gaming service keeps crashing, so frustrating to deal with.",0,5,Negative,Negative
POST00718,2025-02-21 08:00,2025-02,Twitter,airline service,"Huge shoutout to the team behind airline service, amazing job! ❤️",31,13,Positive,Positive
POST00455,2025-02-08 21:00,2025-02,Twitter,online banking app,"Terrible customer support for online banking app, waited hours for a reply. 😡",11,5,Negative,Negative
POST00265,2025-02-13 16:00,2025-02,Facebook,airline service,"Worst experience ever with airline service, would not recommend. 😡",11,0,Negative,Negative
POST00076,2025-08-12 19:00,2025-08,Facebook,laptop brand,"Really impressed by how well laptop brand performs, well done! 😊",90,3,Positive,Positive
POST01673,2025-12-15 04:00,2025-12,YouTube,e-commerce sale,"The e-commerce sale exceeded my expectations, five stars from me. 🔥",9,6,Positive,Positive
POST00445,2025-01-09 00:00,2025-01,YouTube,cloud gaming service,"Really impressed by how well cloud gaming service performs, well done!",140,29,Positive,Positive
POST00396,2025-03-23 12:00,2025-03,Facebook,new movie release,"Read an article about new movie release today, fairly informative.",13,0,Neutral,Neutral
POST00177,2025-06-12 20:00,2025-06,YouTube,laptop brand,"Great value for money with laptop brand, totally worth it.",50,13,Positive,Positive
POST01043,2025-01-26 03:00,2025-01,Twitter,laptop brand,"Not happy at all with laptop brand, total waste of money. 😞",1,12,Negative,Negative
POST01753,2025-11-21 22:00,2025-11,Facebook,airline service,"Huge shoutout to the team behind airline service, amazing job! 👍",19,4,Positive,Positive
POST01930,2025-05-06 22:00,2025-05,Twitter,e-commerce sale,"The e-commerce sale is okay I guess, nothing special but works.",32,3,Neutral,Neutral
POST01525,2025-03-29 17:00,2025-03,YouTube,e-commerce sale,"Huge shoutout to the team behind e-commerce sale, amazing job!",35,11,Positive,Positive
POST01393,2025-08-21 20:00,2025-08,YouTube,new movie release,"Terrible customer support for new movie release, waited hours for a reply. 😡",20,1,Negative,Negative
POST00596,2025-10-26 18:00,2025-10,Twitter,cloud gaming service,The cloud gaming service has some new features this month. 🤔,12,3,Negative,Neutral
POST00062,2025-01-27 02:00,2025-01,Facebook,new movie release,Comparing new movie release with other options currently available.,3,4,Neutral,Neutral
POST01297,2025-03-04 08:00,2025-03,Twitter,new movie release,"The new movie release update ruined everything, please fix this asap.",6,5,Negative,Negative
POST00873,2025-04-14 07:00,2025-04,Instagram,food delivery app,"The customer service for food delivery app was fantastic, quick and helpful. 👍",7,14,Positive,Positive
POST01504,2025-05-07 17:00,2025-05,Twitter,online banking app,"Not sure yet what to think about online banking app, still testing it out.",2,2,Neutral,Neutral
POST01899,2025-12-21 14:00,2025-12,Twitter,electric car,Loved the electric car at first but the recent update is buggy.,4,4,Negative,Negative
POST00279,2025-01-23 13:00,2025-01,YouTube,electric car,"The electric car broke down after just one week, very poor quality. 😞",6,9,Negative,Negative
POST00037,2025-06-19 02:00,2025-06,Twitter,airline service,"Really impressed by how well airline service performs, well done! 🔥",2,2,Positive,Positive
POST01549,2025-05-05 04:00,2025-05,Instagram,new movie release,"Really disappointed with new movie release, expected way better. 😡",16,4,Positive,Negative
POST00663,2025-09-22 11:00,2025-09,YouTube,electric car,"Just started using electric car, will share my thoughts soon. 🤔",8,2,Neutral,Neutral
POST01825,2025-07-23 15:00,2025-07,Instagram,new smartphone,"The new smartphone is fine, price is a bit high though.",7,0,Neutral,Neutral
POST01457,2025-08-17 20:00,2025-08,YouTube,electric car,"Huge shoutout to the team behind electric car, amazing job!",5,1,Positive,Positive
POST00978,2025-08-17 19:00,2025-08,YouTube,new smartphone,"Feeling let down by new smartphone, it just doesn't work as promised. 😡",0,3,Negative,Negative
POST01935,2025-07-23 13:00,2025-07,Twitter,electric car,Loved the electric car at first but the recent update is buggy.,0,5,Negative,Negative
POST00739,2025-09-18 17:00,2025-09,Facebook,e-commerce sale,"Saw an ad for e-commerce sale today, might check it out later.",4,7,Positive,Neutral
POST00192,2025-12-14 23:00,2025-12,Facebook,e-commerce sale,"Worst experience ever with e-commerce sale, would not recommend. 😡",23,11,Negative,Negative
POST00920,2025-11-13 14:00,2025-11,YouTube,airline service,The airline service has some new features this month.,14,0,Neutral,Neutral
POST00457,2025-02-09 09:00,2025-02,YouTube,electric car,"Best electric car I've used so far, highly recommend it to everyone!",6,28,Positive,Positive
POST00676,2025-08-24 08:00,2025-08,Facebook,customer support,"Huge shoutout to the team behind customer support, amazing job! ❤️",32,31,Positive,Positive
POST00761,2025-11-12 21:00,2025-11,Twitter,new movie release,"Really impressed by how well new movie release performs, well done! 🔥",11,5,Positive,Positive
POST01826,2025-03-26 14:00,2025-03,Twitter,fitness tracker,"The fitness tracker is fine, price is a bit high though.",3,1,Neutral,Neutral
POST01617,2025-12-08 02:00,2025-12,Facebook,online banking app,"Saw an ad for online banking app today, might check it out later.",1,15,Neutral,Neutral
POST00729,2025-12-02 10:00,2025-12,Facebook,airline service,"Really disappointed with airline service, expected way better. 😞",33,8,Negative,Negative
POST00413,2025-04-25 00:00,2025-04,Instagram,fitness tracker,"Just started using fitness tracker, will share my thoughts soon.",7,13,Neutral,Neutral
POST01099,2025-10-25 20:00,2025-10,Instagram,food delivery app,"Just started using food delivery app, will share my thoughts soon. 🤔",0,4,Neutral,Neutral
POST00826,2025-11-28 13:00,2025-11,Instagram,food delivery app,"Just started using food delivery app, will share my thoughts soon. 🤔",1,6,Neutral,Neutral
POST01511,2025-07-22 22:00,2025-07,Twitter,online banking app,"Just tried the online banking app and I'm impressed, great experience overall. 🔥",5,2,Positive,Positive
POST00617,2025-02-26 16:00,2025-02,Instagram,e-commerce sale,Here's a quick overview of the new e-commerce sale update. 🤔,12,1,Neutral,Neutral
POST00115,2025-02-22 22:00,2025-02,Instagram,e-commerce sale,"The e-commerce sale exceeded my expectations, five stars from me.",14,4,Positive,Positive
POST00418,2025-07-25 14:00,2025-07,Twitter,food delivery app,Why is food delivery app so slow today? Getting really annoyed. 😞,1,0,Negative,Negative
POST01931,2025-02-23 09:00,2025-02,Instagram,new smartphone,"The new smartphone is fine, price is a bit high though.",2,0,Neutral,Neutral
POST00970,2025-10-26 07:00,2025-10,Facebook,online banking app,"Huge shoutout to the team behind online banking app, amazing job! 👍",9,2,Positive,Positive
POST00605,2025-09-03 17:00,2025-09,Facebook,electric car,"Great value for money with electric car, totally worth it. 👍",0,0,Positive,Positive
POST01939,2025-03-16 20:00,2025-03,YouTube,streaming app,"The streaming app is fine, price is a bit high though.",8,0,Neutral,Neutral
POST00090,2025-04-01 22:00,2025-04,Instagram,customer support,"Extremely poor service from customer support, never again.",5,1,Negative,Negative
POST00849,2025-06-23 17:00,2025-06,YouTube,food delivery app,"The customer service for food delivery app was fantastic, quick and helpful. 😊",16,0,Positive,Positive
POST01761,2025-11-08 03:00,2025-11,Facebook,online banking app,"Just started using online banking app, will share my thoughts soon. 🤔",7,0,Neutral,Neutral
POST01938,2025-08-21 01:00,2025-08,Facebook,airline service,"Mixed feelings about airline service, some parts great some not.",31,0,Neutral,Neutral
POST00754,2025-11-16 22:00,2025-11,Instagram,food delivery app,"Terrible customer support for food delivery app, waited hours for a reply. 👎",17,3,Negative,Negative
POST00499,2025-11-19 05:00,2025-11,YouTube,food delivery app,"Worst experience ever with food delivery app, would not recommend.",13,3,Negative,Negative
POST01277,2025-02-19 03:00,2025-02,Twitter,cloud gaming service,"Attended a webinar about cloud gaming service, learned a few things. 🤔",3,1,Neutral,Neutral
POST01326,2025-05-09 19:00,2025-05,YouTube,customer support,"Read an article about customer support today, fairly informative.",5,3,Neutral,Neutral
POST00012,2025-03-25 11:00,2025-03,Facebook,new movie release,Here's a quick overview of the new new movie release update. 🤔,40,6,Neutral,Neutral
