post_id,date,platform,topic,text,likes,retweets,sentiment
POST00984,2025-05-17 13:00,Twitter,food delivery app,Here's a quick overview of the new food delivery app update. 🤔,21,4,Neutral
POST00166,2025-04-08 19:00,YouTube,streaming app,"Really impressed by how well streaming app performs, well done! 🔥",21,0,Positive
POST00249,2025-12-30 20:00,YouTube,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 👍",57,3,Positive
POST00447,2025-04-02 03:00,YouTube,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall.",0,2,Positive
POST01757,2025-07-05 10:00,Twitter,laptop brand,The laptop brand has some new features this month. 🤔,4,0,Neutral
POST00859,2025-02-16 17:00,Twitter,electric car,"The electric car exceeded my expectations, five stars from me.",25,30,Neutral
POST01222,2025-04-15 16:00,Instagram,new movie release,"Absolutely loving the new movie release, works flawlessly! #happy 👍",20,4,Positive
POST00098,2025-07-28 10:00,YouTube,airline service,"Really impressed by how well airline service performs, well done! ❤️",43,3,Positive
POST01994,2025-04-18 21:00,Twitter,new movie release,"The new movie release is okay I guess, nothing special but works.",3,6,Neutral
POST00738,2025-10-13 17:00,Twitter,customer support,"Just started using customer support, will share my thoughts soon. 🤔",0,13,Neutral
POST01812,2025-06-05 03:00,Facebook,laptop brand,"Mixed feelings about laptop brand, some parts great some not.",36,2,Neutral
POST00103,2025-07-19 10:00,Twitter,new movie release,"Not happy at all with new movie release, total waste of money. 😞",4,6,Negative
POST00435,2025-08-29 10:00,Twitter,new movie release,"Huge shoutout to the team behind new movie release, amazing job! 👍",19,9,Positive
POST00075,2025-01-20 03:00,Facebook,e-commerce sale,"The customer service for e-commerce sale was fantastic, quick and helpful. ❤️",11,2,Positive
POST01810,2025-08-30 08:00,Facebook,food delivery app,"Decent food delivery app, does the job but support could be faster.",6,1,Neutral
POST01212,2025-07-07 14:00,YouTube,airline service,"The customer service for airline service was fantastic, quick and helpful. 😊",2,5,Positive
POST00919,2025-02-05 05:00,Instagram,customer support,"Not sure yet what to think about customer support, still testing it out.",4,2,Neutral
POST01728,2025-03-02 16:00,Twitter,streaming app,Here's a quick overview of the new streaming app update.,1,10,Neutral
POST01687,2025-12-11 03:00,YouTube,new movie release,"Really disappointed with new movie release, expected way better. 😡",5,10,Negative
POST01691,2025-06-11 07:00,Facebook,laptop brand,"The laptop brand broke down after just one week, very poor quality.",16,2,Negative
POST00763,2025-08-02 21:00,YouTube,customer support,Here's a quick overview of the new customer support update. 🤔,4,2,Neutral
POST00990,2025-05-28 00:00,Instagram,e-commerce sale,"The e-commerce sale broke down after just one week, very poor quality. 😡",35,2,Negative
POST00389,2025-11-28 08:00,YouTube,streaming app,"Best streaming app I've used so far, highly recommend it to everyone! 😊",42,14,Positive
POST00236,2025-02-16 23:00,Twitter,streaming app,"Read an article about streaming app today, fairly informative. 🤔",4,6,Neutral
POST01765,2025-12-29 07:00,Facebook,new smartphone,"The customer service for new smartphone was fantastic, quick and helpful. ❤️",0,11,Positive
POST00268,2025-11-20 20:00,Twitter,cloud gaming service,"Super smooth experience with cloud gaming service today, very happy customer here. 😊",21,7,Positive
POST01321,2025-01-25 09:00,Facebook,online banking app,"Feeling let down by online banking app, it just doesn't work as promised.",5,0,Negative
POST00118,2025-11-22 14:00,Facebook,customer support,"Not sure yet what to think about customer support, still testing it out.",12,0,Neutral
POST01621,2025-07-24 06:00,Facebook,customer support,"Not happy at all with customer support, total waste of money. 😡",19,0,Negative
POST00674,2025-11-04 00:00,Instagram,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 👎,39,3,Negative
POST00250,2025-01-11 10:00,YouTube,airline service,"Worst experience ever with airline service, would not recommend.",28,3,Negative
POST01466,2025-05-26 21:00,Facebook,laptop brand,"Attended a webinar about laptop brand, learned a few things. 🤔",4,0,Neutral
POST02015,2025-12-03 11:00,Instagram,airline service,Loved the airline service at first but the recent update is buggy.,4,3,Negative
POST00095,2025-05-21 14:00,Instagram,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall. 👍",2,6,Positive
POST00034,2025-03-03 07:00,YouTube,fitness tracker,"Huge shoutout to the team behind fitness tracker, amazing job! 😊",0,8,Positive
POST01478,2025-07-10 09:00,Twitter,streaming app,"The streaming app broke down after just one week, very poor quality. 👎",7,10,Positive
POST01684,2025-07-29 14:00,Facebook,food delivery app,"Feeling let down by food delivery app, it just doesn't work as promised. 😡",2,6,Negative
POST00449,2025-07-23 02:00,Facebook,laptop brand,Here's a quick overview of the new laptop brand update.,6,1,Neutral
POST00717,2025-02-26 18:00,Twitter,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😞",21,1,Negative
POST01306,2025-07-19 15:00,Facebook,streaming app,"Just tried the streaming app and I'm impressed, great experience overall.",32,3,Positive
POST01532,2025-09-30 14:00,YouTube,online banking app,"Super smooth experience with online banking app today, very happy customer here. 😊",13,8,Positive
POST00001,2025-01-13 23:00,Twitter,cloud gaming service,"The cloud gaming service exceeded my expectations, five stars from me. 🔥",75,10,Positive
POST01388,2025-10-16 21:00,Facebook,electric car,"The customer service for electric car was fantastic, quick and helpful. 🔥",19,3,Positive
POST01102,2025-08-11 22:00,Facebook,e-commerce sale,"Super smooth experience with e-commerce sale today, very happy customer here. 😊",6,3,Positive
POST01109,2025-12-10 04:00,Facebook,streaming app,"Not sure yet what to think about streaming app, still testing it out. 🤔",16,6,Neutral
POST01269,2025-02-09 03:00,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 😊",87,4,Positive
POST00083,2025-08-09 18:00,Instagram,online banking app,"Feeling let down by online banking app, it just doesn't work as promised. 👎",40,13,Negative
POST01300,2025-11-15 19:00,Facebook,streaming app,"The streaming app was launched today, here are the specifications. 🤔",9,7,Neutral
POST00677,2025-10-27 03:00,YouTube,online banking app,"Absolutely loving the online banking app, works flawlessly! #happy",26,1,Positive
POST01464,2025-11-30 03:00,Twitter,airline service,"Great value for money with airline service, totally worth it. 👍",5,6,Positive
POST01047,2025-03-10 03:00,YouTube,online banking app,"Terrible customer support for online banking app, waited hours for a reply. 👎",0,1,Negative
POST00771,2025-02-07 22:00,Facebook,new movie release,"The new movie release broke down after just one week, very poor quality. 😞",24,2,Negative
POST01226,2025-08-23 09:00,YouTube,new movie release,"The customer service for new movie release was fantastic, quick and helpful. 🔥",4,3,Positive
POST01418,2025-12-20 21:00,Facebook,online banking app,"Can't stop recommending online banking app to my friends, it's brilliant. 👍",10,5,Positive
POST01595,2025-03-13 18:00,Facebook,new smartphone,"Worst experience ever with new smartphone, would not recommend. 👎",4,2,Negative
POST01503,2025-01-15 13:00,YouTube,airline service,"Saw an ad for airline service today, might check it out later. 🤔",0,3,Neutral
POST00405,2025-03-09 16:00,YouTube,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. ❤️",39,9,Positive
POST01745,2025-09-23 09:00,Twitter,online banking app,"Extremely poor service from online banking app, never again.",6,2,Negative
POST01310,2025-01-15 18:00,Twitter,laptop brand,"Really disappointed with laptop brand, expected way better. 😞",13,0,Negative
POST01352,2025-09-09 15:00,Twitter,online banking app,"Not happy at all with online banking app, total waste of money. 👎",18,0,Negative
POST00105,2025-02-12 20:00,Twitter,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",82,14,Positive
POST00689,2025-05-14 18:00,Facebook,laptop brand,"The laptop brand exceeded my expectations, five stars from me. ❤️",38,1,Negative
POST01317,2025-07-13 18:00,Facebook,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. 👍",6,0,Positive
POST00827,2025-10-21 18:00,Instagram,new smartphone,"Best new smartphone I've used so far, highly recommend it to everyone! 🔥",39,2,Positive
POST00063,2025-06-20 04:00,Twitter,new smartphone,The new smartphone has some new features this month. 🤔,9,3,Neutral
POST00853,2025-12-31 19:00,Facebook,e-commerce sale,"Really disappointed with e-commerce sale, expected way better. 😞",4,0,Negative
POST01365,2025-12-11 15:00,YouTube,customer support,"The customer support keeps crashing, so frustrating to deal with. 😞",31,1,Negative
POST00224,2025-07-24 13:00,YouTube,laptop brand,"Just tried the laptop brand and I'm impressed, great experience overall. 👍",4,18,Positive
POST00146,2025-05-16 20:00,Instagram,airline service,"Feeling let down by airline service, it just doesn't work as promised. 😞",0,6,Negative
POST01089,2025-08-25 05:00,YouTube,laptop brand,The laptop brand has some new features this month.,0,2,Negative
POST00374,2025-05-28 03:00,Facebook,electric car,"The customer service for electric car was fantastic, quick and helpful.",54,24,Positive
POST01433,2025-11-05 22:00,Facebook,e-commerce sale,"Great value for money with e-commerce sale, totally worth it. 🔥",4,4,Positive
POST01143,2025-07-12 21:00,Instagram,airline service,"Feeling let down by airline service, it just doesn't work as promised. 😞",11,7,Negative
POST01845,2025-04-05 05:00,YouTube,streaming app,"Mixed feelings about streaming app, some parts great some not.",9,9,Neutral
POST01962,2025-04-01 17:00,Facebook,customer support,"Mixed feelings about customer support, some parts great some not.",15,0,Neutral
POST01616,2025-12-24 01:00,YouTube,airline service,"Huge shoutout to the team behind airline service, amazing job! 🔥",73,1,Positive
POST01282,2025-02-20 06:00,Twitter,streaming app,"Extremely poor service from streaming app, never again.",2,4,Negative
POST00010,2025-12-27 02:00,Instagram,e-commerce sale,"Really disappointed with e-commerce sale, expected way better. 😞",10,0,Negative
POST00450,2025-12-23 07:00,Instagram,new movie release,"The new movie release exceeded my expectations, five stars from me. 😊",109,0,Positive
POST00709,2025-08-02 14:00,Twitter,new smartphone,Comparing new smartphone with other options currently available. 🤔,13,4,Neutral
POST00256,2025-11-05 04:00,Instagram,food delivery app,"The food delivery app keeps crashing, so frustrating to deal with. 😞",17,8,Negative
POST00883,2025-09-13 13:00,Instagram,laptop brand,"Saw an ad for laptop brand today, might check it out later.",8,2,Neutral
POST00390,2025-06-01 18:00,Facebook,electric car,Why is electric car so slow today? Getting really annoyed. 😞,0,1,Negative
POST00909,2025-11-20 23:00,YouTube,e-commerce sale,"The customer service for e-commerce sale was fantastic, quick and helpful. ❤️",9,0,Positive
POST00925,2025-08-26 22:00,Facebook,new movie release,"Just started using new movie release, will share my thoughts soon.",7,3,Neutral
POST01720,2025-06-22 13:00,YouTube,fitness tracker,The fitness tracker is scheduled for release next week.,7,1,Neutral
POST01243,2025-09-09 10:00,Instagram,customer support,"The customer service for customer support was fantastic, quick and helpful.",2,1,Positive
POST00461,2025-11-06 19:00,Facebook,airline service,"The customer service for airline service was fantastic, quick and helpful. ❤️",12,27,Positive
POST01281,2025-09-28 06:00,Twitter,e-commerce sale,Why is e-commerce sale so slow today? Getting really annoyed. 👎,0,2,Negative
POST01717,2025-09-11 09:00,Instagram,cloud gaming service,"Not happy at all with cloud gaming service, total waste of money. 😡",1,1,Negative
POST01169,2025-02-24 03:00,Twitter,e-commerce sale,The e-commerce sale is scheduled for release next week. 🤔,11,14,Neutral
POST00959,2025-02-24 20:00,YouTube,fitness tracker,"Attended a webinar about fitness tracker, learned a few things.",7,2,Neutral
POST00502,2025-10-23 03:00,Twitter,electric car,"Really impressed by how well electric car performs, well done! 🔥",11,4,Positive
